	i1_t01	i1_t02	i1_t03	i1_t04	i1_t05	i1_t06	i1_t07	i1_t08	i1_t09	i1_t10	i1_t11	i1_t12	i1_t13	i1_t14	i1_t15	i1_t16	i2_t01	i2_t02	i2_t03	i2_t04	i2_t05	i2_t06	i2_t07	i2_t08	i2_t09	i2_t10	i2_t11	i2_t12	i2_t13	i2_t14	i2_t15	i2_t16
snp_049	0.235015910513174	-1.15103313405545	0.289293944081306	0.27013491376114	-0.0540921365619931	0.354834909384798	-0.962292091735754	0.991635608968843	-1.55370790953077	-1.09982521854164	0.315417752032232	-1.23394509252773	-0.541563148568983	-0.996382218234131	-2.94534756924258	-1.77713915892557	-0.134240496362522	0.204233617924736	-1.49528662449426	-2.44304973693611	-0.755470580062321	-1.22938461531777	-1.20824079040629	0.946047857812449	-1.96910024516122	-0.481828135119573	0.0802679945962143	0.427946102096379	-0.404267816478396	0.36980923984674	-0.351337907859145	1.32469289592161
snp_050	-1.11056531506153	0.201375565193207	-0.0109618373589058	-0.662686624987538	0.547022620996357	-0.342626739692456	0.811401447790928	-0.208152845092985	1.46250315943963	1.67302006950083	0.438395902347799	0.576200759889428	0.739718000651274	0.0637889034319332	-0.208327549637966	0.889849589948215	-0.0608660153931786	0.560312678189418	-1.4751603086197	-0.894672886953381	-0.116331592518262	-0.293345407836947	-1.23519616584932	0.224627812637143	-1.64557191983292	0.462668322132766	-0.884676556171258	0.411872257573073	-0.314972577093884	0.119988200488204	-0.377618405480056	-2.07417778508374
snp_051	-0.541679888000972	-2.27888568610753	0.311558301516565	0.229526763681254	0.201620363301297	1.39996910272389	-1.42289049273403	0.923966163195072	-0.608539529533113	-0.880670962872965	-0.686744508822586	0.216768333703429	1.57632362767282	-1.43428116083378	0.451516621702499	-0.193239931400307	0.394546387791818	-1.23302853523622	-1.56314324822726	-0.823125272308433	1.27486219451591	-0.404592155717118	1.57702537196797	-0.881769805550218	0.407565418825643	-0.256615207232086	0.651794778786828	-1.22631096037484	-1.31747150298805	-0.531447506468819	-1.28648926138231	1.20062628446561
snp_052	-1.30915834787333	-0.204062160465886	0.596662975545378	-0.130869873873252	1.05654590604813	-0.330495894442835	1.00998621757275	-0.551768890159574	-0.491834724563945	1.01897083563925	-0.289559263093759	-0.287530627544015	-0.675117124956093	0.773536758011028	0.160770409112815	1.40533226497142	-0.442853396535065	-2.2384860607624	-1.28094815637028	-1.98663069893186	0.51498309395793	1.35835196827386	-0.542328631579214	-0.676759972038579	-0.610390183173833	0.524753870030233	-0.706735516931297	0.0314010449390162	-0.352702906507854	0.35149252641902	-2.05198886331181	-0.134910596681415
snp_053	-0.416554194492048	-1.29013640344938	1.22279556098944	-0.255330292040098	0.351053270279454	-0.856755973155383	-0.172782308621151	0.0239603737397239	-0.445153506786855	0.785246887187737	-0.226985753428001	0.357819501699956	-0.867934030503093	-1.61507716028098	-1.75926883431347	-1.92763453068281	1.36480770839441	-0.663078498662326	-0.974215770664452	-0.71744666387324	-0.748861557465815	-1.04104984808303	-0.497783091809367	-0.64737633574257	0.315116458602846	-0.226861747926669	-1.60190027857263	-0.449695721982185	0.575536484135433	0.127611303388055	1.47759860640879	1.23556756883084
snp_054	0.013472907420208	-0.655781608619213	-0.484648188548893	-0.651695957617056	-1.0392484244806	1.05872084938328	-0.978843442597393	-0.378527982137858	-0.191471557959904	-0.54856998715343	-1.93672662290253	-0.522030524062494	-0.686880521486234	-0.163470421144798	-0.477805240802294	-2.96262265639228	0.967327745908051	-1.09647040561878	0.238493066088969	-1.02253298090524	-1.21293453031513	-0.744634262894627	-0.484025243953616	-0.610212519701976	-1.11305687859521	-1.167979108973	0.380317251124973	-0.665151237240113	1.35179176701931	0.413415044547903	0.139749278184565	2.2137969629124
snp_055	-1.45984042795676	0.363856562116733	1.09247410595046	0.416321817619443	0.251066790409384	-0.155784336503366	0.056472027131543	-0.0516408841134596	-0.112269410727718	-0.85764554177437	-0.260066635995461	-0.918914603271363	-1.69375265037554	0.599262819483984	-1.19713887701943	-2.0784952483065	0.10730854437572	-0.406673047889301	-1.26756548806577	-0.986607822168289	0.504035991840893	-0.801033534774558	-0.359677289323187	-0.609339458074381	-0.972150441808869	0.0210154511118884	-1.54063139040453	-0.977758573797681	-0.442495073953699	-1.29134046631475	-0.506307282039892	1.7678285185127
snp_056	-0.0613301792298626	-1.50572596022278	1.21359064186001	1.21764824162186	-1.48272344596381	0.514427250204459	-0.0505979053579257	-0.528050123879766	0.0605882964969626	1.20639369050401	1.6247399027765	-0.75064144083575	1.83968628100689	-0.377875580006694	0.368771429733739	0.979751947922118	0.92251736863821	0.155336023626671	-2.0187021763987	-1.52663663210079	0.100730058560875	0.380954066478917	-0.157681453116055	1.6462450814434	-0.726056879225361	1.08756857149694	0.0955712018372857	-1.09579806531888	-0.256570321288536	-0.457412226900941	-2.49511931211327	1.25540070630257
snp_057	-2.23298072845094	0.49575644338684	-0.103477110315267	0.194692540580279	-0.00457255063099037	0.226094645522898	1.07045337922006	-0.404891399591286	-2.28914886316444	-0.162699066863986	-0.79721560181043	-0.0497016017683303	-1.53852487757676	-0.773853495556927	-0.629557119024793	-2.83196287729887	0.726834296510485	-1.08445585228354	-0.130539618154785	-1.78316243628925	-0.704731270899064	-1.8933570651352	-0.97327392696875	-0.387376735648349	-0.461637931988208	-0.423339566717071	-0.199566771189302	-1.69539941640746	-0.735542254717172	0.784294268938118	1.36736559708663	2.11104414015523
snp_058	-1.51688927005124	-0.405834099720718	0.657172926873988	0.462372770809974	-0.280733898842834	-0.314633179430105	-0.661403299124016	0.922990423381156	-2.40294259824931	1.75174837688142	-1.80790077771565	0.256777540373129	-0.639043775767974	-0.236391135090516	-1.70060837984863	-1.58494941747229	1.67825695981184	-1.34290788753687	-1.15061930256467	-0.0579683250187698	-1.35641547893408	-0.375730136477152	-1.10753106617194	-1.12493366879958	-0.955433682025488	-0.534960589125655	-1.7887650614378	-1.14877632341029	0.197308716538572	0.0799105190756791	-0.262998685894211	1.36610264402566
snp_059	-0.321849366990673	0.0845253849800604	-1.07435483500361	1.1841169351924	-0.993453170788164	-0.310428709294172	-1.22002370408757	0.450210942933295	-1.63541569502584	-1.3012340462916	0.942374361897064	-1.46047963521205	-1.17253267744682	-0.220206487957255	-1.96780173538559	-2.26804619996961	0.0675164880073612	1.27500287801122	-1.36941126591653	0.682667492525035	-1.23708322586416	-1.10747176076223	-0.172910040674136	-0.59238913949958	0.543313310642953	-1.50625981296743	0.249645028020489	0.443914309135499	-1.45123314277408	1.24538138865638	1.18788807945487	2.34487002593851
snp_060	-2.03541819172846	0.533803029144888	0.718645828964082	-0.345132693463208	0.59051937959193	0.145352533442813	1.44665818369768	0.245597996085669	0.792732440030332	-0.371545539358616	0.250779287990745	-0.239464379194834	2.20804068793916	0.630231787982001	0.260417549523592	-0.534095120405399	-0.0339374586317189	0.0303432835572712	-2.4159945407279	0.474494746165619	-0.89065656502336	0.790626300718137	-0.231668194151233	0.143595521963652	0.271681830788975	0.601097356495688	-0.560287449327628	-2.17120898466597	1.48476068721188	-0.408595913129075	-1.09827119703741	0.337844362645638
snp_061	-0.260527370506956	-0.938050620665579	-0.712522019152739	0.831516518686432	-0.286365311181678	-0.233355854189111	1.02266533549758	-0.727803735906577	1.72851072579307	0.2373623079694	1.77538066600354	1.10573169317285	-1.02528417822149	0.0561560236237356	0.217784770337536	0.281320841077723	1.56586101467766	-0.563862896299837	0.438786533430799	0.0687150841217251	0.460037189386348	-0.531829731484806	-0.782545563652882	-0.268887678981863	-0.0194336069043994	0.543510574276706	-0.00640719026965725	-1.30432429460436	-0.436701737851703	0.542674372313262	-0.406474043409915	-1.47675343486412
snp_062	-0.89005384768361	-0.427560909726015	0.559710574383038	0.34427521753836	-0.256370812393274	1.0792345062948	-0.816959969432646	0.725479303540131	1.79313569455946	0.0170947546366242	0.510186567339441	-0.222693039617612	-0.437677817310021	1.4756253716778	-0.202566354641304	0.175809813019824	-0.108017929129689	-1.4728831954074	-0.217592541998905	-0.0758984146621654	-0.536200790693751	0.0724783812619037	1.76499008755913	1.91903966924618	-0.802859096467163	0.787134442414045	-0.323633967918663	-0.757611382753149	-0.601115042059965	0.0292642172369497	-1.81861277119551	0.339548509696458
snp_063	-1.0087731021405	0.0577291836619388	0.156203968203391	0.00121366058903405	0.551816684026661	0.194075600924445	0.0407033333234431	-0.515055343065486	0.449382785570729	0.610209669867394	-0.469087497567976	0.757694753530311	-0.298245658017882	-2.0578350911308	-0.201235954285415	1.33434747501582	0.350926270881749	-0.0673097125639475	-0.580551814342261	0.662990330025011	-1.57550230645524	0.205387851982538	-0.0597312874654896	-0.392100183500071	0.663014515823403	1.09669683426891	-0.564648418293031	0.43125206596856	-1.7566364110905	-1.07721006455654	-1.10636216256727	-0.819354884587475
snp_064	-1.61966182636992	-1.20723421542024	0.735872750976225	-0.516958955627081	0.596502282347954	-1.50681461536164	0.531945701117075	0.0308447149783387	-1.35477898857682	-0.576252937171215	-0.34412293579959	-0.724309476735	-0.460254671674742	-0.86165440570166	-0.782356521217153	-2.03691021971331	0.732564865962249	0.064479909667105	-2.24075963039208	-0.0019784932877307	-0.581283297229943	-1.43495593154605	0.27714724896284	0.708531688860936	-1.9816826995851	0.0178079376675764	-1.58523802175117	-0.277920710678409	0.344286265684388	1.24732230716085	0.670787926996994	2.75078699095549
snp_065	-0.563045354099153	-1.58897694900056	0.369026991359018	-1.15813643914713	1.66886893367393	0.978907418496963	0.860477062772766	1.38601787468329	-0.321037092935718	0.903004202817557	0.848512509920176	0.00380183625034375	0.0133657567294646	0.154826600304252	0.287182281943347	-0.105788423110754	1.60922116494328	0.763291642777452	-0.482589004477994	0.559229388417926	-2.26200548797034	-1.14475827869546	-0.782276257650071	-1.12409732552686	0.28883577226708	-0.301521613781161	0.281888407164232	0.0404369324386997	-0.198404701941905	0.501194358633319	-0.744055697062252	-1.17395782609532
snp_066	1.06393629155056	-0.135528266351726	0.979606076787048	-0.843452747134531	-1.33047078578022	0.512596187905358	0.115478171017016	-0.434725567415946	-0.61781262316072	0.160304058609136	-0.491059495804864	-0.445008588280144	-0.242901029276405	-0.449237114317541	-0.781200731412314	-1.28714255751606	-0.463511657616603	-1.48437065806337	-1.3307806470914	-0.443580444302275	-1.9304830826667	-0.462205986894066	-1.73229778097958	0.298199854821863	-0.69760947621644	-0.533437488592549	-0.0576555781766104	-0.939422754849353	-0.710895347996439	-0.113116682777372	0.616524316785472	1.61993886850497
snp_067	-1.70047575063404	-1.61564427157469	-1.01182600213624	1.38846402213369	-0.726390609007051	-0.0885661463890506	-0.345655747292734	0.244306777733271	-0.729669985205697	-1.65842479131675	-0.868600714974902	1.17916776786298	-0.585545836997331	-0.778301278368506	-1.8439441387096	-1.93879476962654	0.860354747733965	-1.4938227272122	-1.14303551137526	-1.45950995827441	0.0085282291215989	0.525714833427613	-1.57186273643696	-0.744048513620004	-1.58469348426704	0.743832390558063	-1.14226988707888	0.101684326960797	-0.70922045504035	-0.178706409307879	0.996545905877759	2.74023915767849
snp_068	-1.30330853454865	0.167681174595393	-0.282043379870734	0.547033184606561	-0.467360531624495	1.37583160801924	2.33366196522598	-0.539768277036457	0.594873037043449	1.16008807038949	-1.12909622059449	1.21140197941066	-0.275016300992073	-0.660564591365916	-0.683885098326295	0.174283113310331	-0.977299230661975	-0.621209621525204	-0.221959457521401	-1.07497749210755	-0.942972168053444	-0.754817735340426	1.14736346832634	0.52098398844574	0.322995224499122	-0.313611515130945	0.710168365341732	-0.473154227870055	0.2077272967625	-1.12504350182026	0.232320020021542	1.20834786849841
snp_069	-0.665377945915853	-0.386464425756124	0.482113960106662	0.30103239418297	0.483967133217526	-0.24300761848327	1.42888118434793	1.5114867664995	-0.340855603687619	-1.38497288034738	0.793383204697468	0.388742028187671	-0.741536343338993	0.668075818808171	0.371882986800228	-0.0300810521537779	0.001048276946381	-0.333278069196407	-2.19814400559905	-0.283379027716279	-1.33067237085695	0.853888321820517	-0.428435771213806	-0.247087569631285	1.74161563562625	1.1538723669647	0.0539281127133265	-1.57285840054781	-0.873970122880346	-1.44897632326124	-0.712938510066174	0.842405902918432
snp_070	-0.704667861927372	-0.455668479000864	1.23654727856308	-0.842792800411912	0.444894060235355	-1.2545772999398	-0.414113664820434	1.19372516312341	-0.460921303018118	-1.57998905066674	0.418681831620356	0.609784528987161	-0.575237800070184	-1.07684851472136	-1.49476564533304	-1.74597652465551	-0.450948195038265	0.2216475908322	-1.91993360855064	0.188372478339256	-0.595464918264311	0.138231307859999	0.705444243874651	-1.33871207541482	0.717910760168506	0.248826670768647	-0.801235876498044	-1.92733223144907	0.508401309857187	-0.748036072147087	0.297303456211092	1.46420460986513
snp_071	-0.697732496386757	1.86540069289086	-0.494579536893381	0.800018233868182	0.107044265233528	-1.65684047567233	0.322873329353486	-1.66105754361583	-3.27186268489199	1.67652290879031	-0.34970194047522	-0.329772922091032	-1.12710440232236	-1.32006456285686	-1.06650903357465	-2.07011649411164	1.40872911176318	0.575671539706564	-0.0112919414861949	-2.47297541583293	-0.414897745069368	-2.23860377695807	0.668040932830708	-1.60052056386095	-0.833502152148284	1.15072925369568	-0.461965351454752	-1.14397620542182	-0.70167233220393	0.548817032568203	1.39515188856412	1.25033759019246
snp_072	0.796497102948843	-0.00958531463300186	-0.764342289096991	1.22483659402278	-0.455507791393787	-0.135387761210143	-0.248620627137806	-0.858464985644787	1.38085221442935	-0.659951698861209	-0.409384017722764	-0.788539147064145	-0.329187786598237	-1.15956651311135	-0.74031906114348	-0.561598890982092	-0.547090658967003	-1.80072097990332	-0.674290963139	-1.39325313111692	0.171144452963999	-1.00255752900058	0.685807795933168	1.20089170817603	-0.402282527794451	-0.0688021705198604	0.93468774061663	-1.31744511241531	-0.363654391858674	-0.0668757404900109	0.325563705623337	2.67564560612042
snp_073	-0.961874259813261	-1.37417915151709	-0.365634400529835	-0.215401629044666	-0.517694089327176	3.02959622494816	-0.635467433565512	0.781858160873124	-0.584608596292373	2.51759598817595	-1.08963778147867	1.16163369031693	-0.342887778264324	0.171299122014198	-0.290012207058177	-0.715060458064154	0.606687249556252	0.153652725082327	0.760407265619534	-1.29991419996136	-1.96754653364796	0.065636482706434	1.25443908675311	1.71045220474867	0.268301309755489	-0.13735237562791	0.83749912179722	-2.1642464140328	-1.27577985938248	-0.921040988738708	-0.131346962861805	0.256730587547588
snp_074	-2.16378450998308	-0.302450407861201	-0.803159634617873	-0.0709330803725278	0.282729435195665	-0.018051610372169	1.60147037776858	0.0288338783375972	1.30093263062533	-0.426446940163066	0.866442416684204	1.1871524705928	0.814673896796628	0.378523537592289	-0.381633406509791	-0.639993855010867	0.835382407164476	0.697439830189318	-0.62693575304429	-0.420298943641006	-0.192168493807272	-1.85615832636056	-0.295194551485637	-0.157895764496551	-0.121618299042436	0.095741440398363	-0.600272006446886	-0.9958493625321	0.66283133867902	-0.605143051315493	-0.25333324505444	-0.836516243526738
snp_075	-0.658926390985337	-0.529646509723077	0.249575987702571	0.999586256822797	0.0117249127749884	-1.08802574006348	-0.530441087010923	-0.4236328395017	0.31695735851789	-1.62298870971016	0.0972448511402616	-0.207480808179967	-1.70456408788982	-0.109319586320566	-1.77379352631883	-1.5246803979327	0.601990381701734	0.343694315084697	-0.986151929248195	-2.08365388096716	-0.19379675841388	-1.7002431923038	-0.58755622780329	-1.67188682811388	-0.01746321325958	-0.821667830806395	-0.695742587043543	1.3578199082646	-1.912725240603	0.430114377021475	1.26128351411032	0.403377068389426
snp_076	-1.33332690911869	-0.750225169740134	-0.120125335084599	0.450217740690009	1.42356241482611	0.542523312957593	0.61613341231559	0.482192667126555	1.2174275976633	-0.540581412361681	-0.305060186568427	0.109169126848192	0.919395421131638	-0.928384100800921	0.880402339582852	-0.448090574537502	0.451368809571693	-2.21426293663237	-0.0390484277545888	-1.11936034141201	0.457156094910908	0.748596172515291	-0.594782835307323	0.117100256873868	1.33750881089518	0.309558146525467	-0.605804036448516	-0.581153103907497	-0.483777963408154	-0.609671890457773	-1.83161326168219	1.1562316663848
snp_077	-0.643396439154354	-0.499234332643041	-0.972172296312444	1.19113187901257	1.12385225018608	-0.412601526580237	0.171587840042188	0.495485902005652	1.52049299413875	-0.206315779600205	0.911665828069648	-0.616175079152156	0.541863830390403	0.400228299378192	-0.288996072818359	-0.71672718242178	-1.31888180764856	-1.26114082413196	-1.5142476459839	0.318912064304815	-0.248113443734979	-0.647065553991929	0.732427568180767	-0.821328647627313	0.487685331682689	1.16734377355732	0.0963010561562561	-0.68949731330148	-0.575908868106051	-2.04807304891032	0.179827086216508	0.539936806182823
snp_078	-0.609407881768743	-0.2489677513541	-0.768586897190947	-0.731989452737633	0.899251893687536	-1.71045508314276	-1.1810724901566	-0.0980168202229679	1.47594876527862	0.234537223259212	0.351698101440537	-1.45587603613316	0.746778290437976	-1.81244133414205	-0.794350841835806	-2.2469730462544	1.23073977130701	-0.801792819781782	-1.01367077642232	-2.26398285601092	0.00230215306768078	-1.33404699124254	-1.02254719467585	-1.40543986492735	-1.39383759832505	-0.333349431530189	-1.27980973421368	0.973643714211994	-1.7662128496934	0.975040622086122	1.20520754536253	1.71996370570852
snp_079	-0.0403401892551509	-0.742541068169131	-0.737387492787679	0.525427449496787	0.361807244150528	1.50910783829622	1.56253773573741	0.454310611941151	0.259856287284115	0.110298498183651	0.475769880947347	-0.525006515111683	0.171380964968293	0.142719198552886	1.11432774959887	0.195572178097834	-0.950787041411625	0.508608222688564	-1.35006309235053	-1.39896212514779	0.0117121127276865	-0.601447499532182	1.43833198384607	-0.7900885682084	0.312358544155484	-0.528423412014751	-0.889178874924293	-0.0626806929513631	-0.765324672247012	-1.93000376519959	-0.162553265742644	-0.803260281268352
snp_080	-0.330557190028181	1.27330520504345	0.539859448662453	-0.0985047743079671	-1.15948268715689	-0.792297102314312	0.452081332432235	-0.399406501605627	0.677399924178668	-1.01320359849592	-0.280305284642635	-0.946255191390612	-1.31081060674201	-0.80162255591972	-1.09863189230937	-1.27351686622823	0.315835565921132	-1.02394742377574	-1.90052314958863	-0.0406675198622828	-1.57014291303855	-0.884834039687794	0.129591042003754	1.02631366622117	-1.69550907941535	-1.26265607690899	-0.378199724350295	0.559604200955634	-2.20920685335757	0.0214466568740625	0.260145124672481	3.05227912361626
snp_081	-0.419908831630449	0.835588161910967	0.419667410958051	0.15483733811753	-1.56676453222603	-0.920021111313175	1.0385883398006	-1.15772995975269	0.788366677867889	-1.29140551450433	-0.570708384408384	-0.767320674980329	-1.56648801831095	-1.50131766573529	-1.3183844075553	-2.14444785424716	0.541430686395157	0.161963171815529	-1.10452508658995	-0.190604371955185	-1.10082136255629	-1.76180875047391	-0.942736828778101	-0.656873940345711	-1.18837430196142	0.383469484001889	0.0506576375194971	-1.18220396246323	0.549210168491271	-0.0383405767624549	0.463496062346114	0.919299958621913
snp_082	-0.863968281764011	-0.980647242625469	0.746178489474768	-1.29154646320281	0.23446944842027	-0.432784024215689	-0.956348631899258	0.727996099387787	-1.23341048805364	-0.292210940062259	-0.40630194021748	-0.0703042962097466	-1.97917368789264	-0.294467328890021	-1.50195498391724	-2.70999066941642	-0.352272395440255	0.296815611269007	-1.37797179010525	-0.883440792554129	0.498234963906432	-1.06288459194627	0.560759876997221	-1.37255760072647	-0.183604831587426	-1.47306209297586	-0.524286892651101	-1.93905809292434	0.869131545285329	-0.154211244158746	-0.0582675077530886	2.8928254082739
snp_083	0.435085152791105	-1.78605660941399	-1.95255379114187	0.249861109490355	0.841679358859985	-0.160039912176949	0.0430812300211428	-0.156849231393567	0.299612280444687	0.735790673007342	-1.22418563897817	1.27269142725261	0.717362537310106	1.96662072223897	0.0178566139726769	-0.599854489013068	1.98293111726756	-0.676463508010155	-1.33055249451527	0.425552622025727	-0.540581559741663	0.298373533400091	-0.521658674835543	-0.117707357848721	0.496432219587624	-0.541065631060946	0.773700967002424	-0.368068615138066	-0.31768253462695	0.452588194879343	-2.04183640259711	0.164054615587289
snp_084	-2.03599247306033	0.333973553140511	-0.570637742136425	1.01596249012921	-0.0591966997898304	0.431778813400537	1.03393834989433	0.896165395253707	0.541198479975579	1.25001164067066	0.165642200269281	1.27003853974666	-0.938162076499634	0.180731319254196	-0.087359430067737	-1.03109066224955	-0.958783210676355	1.1696468892059	0.443078948342638	-0.76678826218053	-0.450755190858668	-0.120011137791737	-0.318185730366293	-0.547769189757015	0.0907778945802098	-1.10516375534584	-1.72793074760443	0.126803117064007	0.219109163881523	0.516478605504804	-0.129499239485183	-0.700931707273015
snp_085	-1.67160629425955	-0.0718733614951585	-0.267042260388253	-0.114765996685714	0.109638513565283	0.587002770066327	0.56256968668343	-0.656417608879479	1.00628261582859	-0.194363633575011	0.395849350220526	-0.262993846753712	0.748047337138115	-0.784628386904004	1.02248409772935	0.327309264089902	-0.319368360430565	-1.03540099391437	0.722754359388925	-1.01039148016775	0.342321583628986	-0.365688070491193	0.853427802017223	0.173788272941838	0.281582964401173	0.378256699983747	-1.27791370439767	0.374370381854772	-0.40692127427599	-0.870856899403785	-0.955451521739928	-0.384302957237303
snp_086	-1.3960032302351	0.523022831538162	1.19349274442933	-1.0142043368644	0.0419133696976835	-0.612060421630937	-0.897204974396638	-0.463588920568827	-0.311010270452733	-0.27244444984705	0.319594634967603	-1.19177984743774	-0.275459664145414	-1.27454614792662	-1.62648692343609	-1.142447818875	0.56145846737681	0.706058979677177	-2.18664529806987	-0.46207317665139	-0.549795664548547	-0.798603865452118	-1.26269091422961	0.556282125929996	-1.57649908568891	-0.771921595096408	-0.56115618539025	-1.02439973686036	0.880619723096203	0.359946198361723	0.963605417703298	1.31431307015836
snp_087	-0.592636197643571	-1.26476297125723	1.08912609188466	-0.996160721489164	1.04631990668483	0.506661541366891	1.36708897313337	0.200956545159876	0.190493332421262	0.945441626806124	-0.075929277799179	0.898171411981893	-0.09339424276706	1.22926960292954	-2.10069370339291	0.456984512709207	-0.173434942351632	-0.792104021899888	-0.508883751421276	0.608983169531069	-1.15839660580548	2.51764994484989	-1.09818977141875	0.187883881782613	-0.255657352911096	0.301668944511446	0.387350166674944	0.00618323660242032	-1.20921479904652	-1.92599769814531	-1.9741324985181	0.681744862752578
snp_088	-1.59331194728212	-0.816924440459938	0.207184882846939	-0.297182122669658	1.064490846973	0.244370613268505	-0.0513766962783492	-0.0871290018946773	1.06816826672724	-0.297716273988706	1.29095923819844	-0.993877115330765	0.366724562985048	0.390123900500348	-0.3811832150651	0.0402460728675051	-0.725760301522628	0.00622264273981232	-0.10448241109432	-0.587932142825167	-0.646629654464549	1.32044253940346	0.856873017194336	0.226493513912974	1.51391655143914	-0.925383184447209	0.99408033773148	-1.45322292116412	0.352856352911224	-1.22062235951577	-0.845570028390037	-0.46806397508148
snp_089	-0.0890101482711766	-0.322899783212873	0.977707958858912	-0.799435909627395	-1.10418532037426	0.669925147219503	-0.765999293146959	0.0551072145152982	-1.19664300794826	-0.296893891819497	0.171922422261708	0.0770600750159534	-1.00308107605128	-1.89643115704272	-1.77329744121004	-1.84056277192734	0.784370712539107	-0.749936861715775	-1.04345637063878	0.434200052239334	-1.5520235226681	-1.3994232703564	-0.123921480049933	-1.70119473769236	-0.0760722288653835	0.0795921068216543	0.139392991515714	0.395257548047482	-0.83885103157652	-0.254247561970791	0.295668077460841	3.42555839192963
snp_090	-0.723879384606529	-1.39775131326385	0.153592063933419	0.620955253844609	-0.103694285035487	0.24087237250926	-1.7762947232623	2.31226308165656	-0.264380762929152	0.276391133714409	-0.99193439808803	-0.847392885834728	-0.683488119039573	-0.311122587425595	-0.774023224764702	-1.44618618721815	0.954978860559849	-0.904158170668334	-0.712308890266729	-0.807607726704053	-0.536712166655843	0.09595137622159	-0.374210223712271	-0.579318426920233	1.54201186585034	-1.16917563409589	-0.577950078060334	0.383895263086272	-0.14728532097303	0.214710385952708	1.0601858932054	2.14864966222014
snp_091	-0.80245686363993	-1.53825888591713	0.731007809819567	0.616368804655553	0.9274794540968	0.028101865778455	0.593380118801103	0.820340443687251	0.364994539711478	0.0420729093962832	0.0511393444706715	1.75639759478752	-0.320544815715272	0.770152089637847	0.254814599055556	-0.373579977326978	-0.575620932655515	0.251987861944661	-0.600679500730229	-0.792512158564324	-0.091154990761611	-0.754860428174014	-1.06035532540732	0.778294109380368	1.01607885100929	-1.30379859061738	-0.661287811542553	-0.140436394363228	-1.19600727720025	-1.50152634439787	-0.215737493851742	-1.27028931072709
snp_092	-1.76332204298517	0.00595377428466151	1.3761240346177	0.483885816598586	-1.31036815883259	0.222148748647283	-0.81227681905599	0.389227390069493	-0.149714256999154	-1.06294602117934	-1.53684647249754	-1.5420067339131	-0.894009194811544	-1.22883718676129	-0.820251685900636	-2.71270978820098	0.755571738325221	-0.455641164124986	-0.858815739727903	-0.391052438077233	-1.57642029058266	-2.02456019968547	-1.97302232661579	1.47327128801363	-0.268962257545716	-1.45070399224059	0.121717899202294	1.43303105582843	-0.452988567407744	-0.584730563010607	0.44613803133132	2.16623367624779
snp_093	-0.0776716012246038	-1.4914755577995	-0.19687310894498	-0.179567443557343	-0.775186753100865	0.408647727895193	-1.44388961980613	-1.20252915248872	0.64911903867321	-1.19344451063118	-1.13754075844475	0.283427276853276	-1.05488643449231	-0.942207997427433	-0.453625687803454	-1.81626546607035	-0.097502695151128	-1.49640984248773	-2.0416514522772	-0.172372077814497	-1.32969496759529	-0.697416466638772	-2.09055845502115	0.426064784123437	-1.28224669743855	0.62944181172367	-1.7144697646196	-0.0340768652098823	-0.898075712290428	-0.611618496550819	-0.997642460095371	3.13121906608182
snp_094	-1.88649773168391	-0.997170028737723	-1.05951744450516	1.62838395562075	0.220170530368301	1.73102612916257	0.932852002436072	1.06261023930496	0.00410189612440176	1.05737878023477	-0.282411363495485	0.622529612294229	0.641042433958024	1.25122593728716	-1.08537273525125	-0.0317244784301487	-0.567796986449137	0.0738037522293904	-1.35793314750217	-0.27744476197835	1.20042108623858	-0.0575873671034393	-1.75588420653097	0.793504147672154	-1.707166642667	-0.180420751371253	0.885828843926096	0.464406110956681	-0.123035341292589	0.801099433840953	-1.40115188554753	0.354946574812212
snp_095	-0.784127579864094	-0.271253600008775	-0.0346000645026624	1.16944671296327	0.556930432426769	0.686759952358909	0.370418149450853	0.203610016344668	0.968339540297785	0.219667842308624	-0.918957443263841	0.545674059254981	-1.27421712897539	-0.18095041856158	1.16890579457567	-1.20409261641066	0.254712164271065	-0.801922819675405	-1.20079385367862	-0.42826361147631	-0.35736614342863	-1.41098569401164	1.25074100377779	0.912862455550247	0.162046669056718	1.13791500709855	0.281794454501269	-0.0971510909037795	-0.121856093610558	-0.634064474489956	-0.925134351776104	-1.39537632105199
snp_096	-1.22437868419558	-0.199576331602521	0.251259838504281	0.160384370983663	0.265263323965821	-0.234316212862951	-0.836434627892602	-0.280652122064252	-0.186512458527593	-0.583315700320416	-0.4577381854753	-1.7021684871325	0.921474427709168	-0.951219145643395	-1.71721574404384	-2.33779321295833	-1.20933568711921	-0.891552540076189	-0.48177620103116	-1.25247742000727	-1.14853399032488	0.405853242202706	-1.97855246351151	-0.56210712877207	-0.718488329049226	0.167349443777225	-0.731916298578812	-0.142531079071693	-0.620674645814821	-0.102812008294378	0.893175564329016	2.85740713451529
